,catlipid_id,max_epo_conc_mean_6hr,max_epo_conc_mean_24hr,canonical_smiles,species,CATLIPID_FAMILY_NAME,MOL_WT
399,RA17137899,0.83,0.83,CCCCOC(=O)CCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCC(=O)OC(C)C)CC(O)CCCCC(=O)OC(C)C)CC1)CC(O)CCCCC(=O)OCCCC,mice,GOOD,1137.62
400,RA17130930,0.8,0.2,CCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCC)NCCS(=O)(=O)NCCCN(C)C,mice,GOOD,776.162
401,TBL-1220,0.8,0.8,CCCCCCCC(=O)OCCCCCOC(=O)CC(CC(=O)OCCCCCOC(=O)CCCCCCC)(OC(=O)CCNC(=O)CCN(C)C)C(=O)OCCCCCOC(=O)CCCCCCC,mice,Trident,999.3
402,TBL-0461,0.8,0.0,CCCCCCCCOC(=O)CCN(CCCCC(=O)OC(CC(=O)OCC)C[N+](C)(C)C)CCC(=O)OCCCCCCCC,mice,Carnitine-lipids,657.9
403,TBL-0456,0.8,0.0,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC(CC(=O)OCC)C[N+](C)(C)C,mice,Carnitine-lipids,454.7
404,RA17139428,0.8,0.8,CCC(=O)OCCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCCOC(=O)CC)(OC(=O)CCN(C)C)C(=O)OCCCCCCCCOC(=O)CC,mice,Trident,844.08
405,RA17139831,0.8,0.8,CCCCCCCCCCCCC(=O)Oc1cc(C(=O)OCCN(C)C)cc(OC(=O)CCCCCCCCCCCC)c1OC(=O)CCCCCCCCCCCC,mice,Gallic acid lipids,830.228
406,RA17135841,0.8,0.0,CCCCCCCCCCCCC(O)CN(CCCCCN1C[C@H]2CN(CCCN(C)C)C[C@H]2C1)CC(O)CCCCCCCCCCCC,mice,Bicyclicpyrrolidine,707.211
407,RA17136916,0.8,0.8,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCOC(=O)C1CC(OC(=O)CCCN(C)C)CN1C)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,HydroxyProline,844.301
408,RA17138079,0.8,0.8,CCCCCCCC(CCCCCCC)OC(=O)CCCN(CCCC(=O)Oc1c(OC)cc(C(=O)OCCCN(C)C)cc1OC)CCCC(=O)OC(CCCCCCC)CCCCCCC,mice,Phenolic Acid,961.401
409,TBL-0463,0.8,0.1,CCCCCCCCCCCCOC(=O)CCN(CCCCC(=O)OC(CC(=O)OCC)C[N+](C)(C)C)CCC(=O)OCCCCCCCCCCCC,mice,Carnitine-lipids,770.2
410,RA17138203,0.8,0.8,CCCCCCCC/C=C\CCCCCCCC(=O)OC(COC(=O)CCCN(C)C)C(OC(=O)CCCCCCC/C=C\CCCCCCCC)C(COC(=O)CCCN(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,mice,Xylitol,1171.8
411,RA17138177,0.8,0.8,CCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OCCCCC)CCCC(=O)Oc1c(OC)cc(C(=O)OCCCN(C)C)cc1OC,mice,Phenolic Acid,793.082
412,RA17134840,0.8,0.8,CCCCCCCCCC(=O)Oc1cc(C(=O)OCCN(C)C)cc(OC(=O)CCCCCCCCC)c1OC(=O)CCCCCCCCC,mice,Gallic acid lipids,703.988
413,RA17133502,0.8,0.1,CCCCCCCCCCCCC(O)CN(CCCCC(=O)OC[C@@H]1CN(C(=O)CCN(C)C)CCO1)CC(O)CCCCCCCCCCCC,mice,MorpholinoLipids,740.152
414,RA17134683,0.8,0.1,CCCCCCCCCC(=O)Oc1cc(C(=O)OCCCN(C)C)cc(OC(=O)CCCCCCCCC)c1OC(=O)CCCCCCCCC,mice,Gallic acid lipids,718.015
415,RA17137538,0.8,0.1,CC(C)=CCCC(C)CCOC(=O)CCCCCCCCCN(CCCO)CCCCCCCCCC(=O)OCCC(C)CCC=C(C)C,mice,Branched tail lipids,692.107
416,RA17134855,0.8,0.0,CCCCCCCCCC(=O)Oc1cc(C(=O)OCCN2CCN(C)CC2)cc(OC(=O)CCCCCCCCC)c1OC(=O)CCCCCCCCC,mice,Gallic acid lipids,759.067
417,RA17139025,0.8,0.0,CCCCCCCCCCCCC(O)CN(CCCCOC(=O)CC1NC(=O)C(CC(=O)OCCCN(C)C)NC1=O)CC(O)CCCCCCCCCCCC,mice,Cyclic Amino Acids,811.186
418,RA17130639,0.8,0.1,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)(COC(=O)CCCCCCC)NCCS(=O)(=O)NCCN(C)C,mice,GOOD,677.976
419,RA17139849,0.8,0.8,CCCCCCCCCCCCCC(=O)Oc1cc(C(=O)OCCN(C)C)cc(OC(=O)CCCCCCCCCCCCC)c1OC(=O)CCCCCCCCCCCCC,mice,Gallic acid lipids,872.307
420,RA17139221,0.8,0.8,CCCCCCCCCCC(O)CN(CCCCOC(=O)CC1NC(=O)C(CC(=O)OCCCN(C)C)NC1=O)CC(O)CCCCCCCCCC,mice,Cyclic Amino Acids,755.08
421,RA17139437,0.8,0.8,CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC)(COC(=O)CCCCCCCC)COC(=O)CC(=O)Oc1c(OC)cc(C(=O)OCCN(C)C)cc1OC,mice,Pentaerythritol,894.139
422,RA17139039,0.8,0.8,CCCCCCCC(CCCCCCC)OC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCC)CCCCCCC)CCCCOC(=O)CC1NC(=O)C(CC(=O)OCCCN(C)C)NC1=O,mice,Cyclic Amino Acids,1091.63
423,RA17139232,0.8,0.8,CCCCC/C=C\C/C=C\CCCCCCCCN(CCCCCCCC/C=C\C/C=C\CCCCC)CCCCOC(=O)CC1NC(=O)C(CC(=O)OCCCCN(C)C)NC1=O,mice,Cyclic Amino Acids,897.363
424,RA17139503,0.8,0.0,CCCCCCCC(CCCCCCC)OC(=O)CCCN(CCCCOC(=O)CC1NC(=O)C(CC(=O)OCCCCN(C)C)NC1=O)CCCC(=O)OC(CCCCCCC)CCCCCCC,mice,Cyclic Amino Acids,993.446
425,RA17136577,0.8,0.8,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC1CN(C(=O)CCCN(C)C)CC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)C1OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,mice,Piperidinetriol lipids,1033.59
426,RA17139557,0.8,0.8,CCCCCC(=O)OCCCCCOC(=O)CC(CC(=O)OCCCCCOC(=O)CCCCC)(OC(=O)CCN(C)C)C(=O)OCCCCCOC(=O)CCCCC,mice,Trident,844.08
427,RA17139865,0.8,0.8,CCCCCCCC(=O)OCCCCCCCC(=O)Oc1cc(C(=O)OCCN(C)C)cc(OC(=O)CCCCCCCOC(=O)CCCCCCC)c1OC(=O)CCCCCCCOC(=O)CCCCCCC,mice,Gallic acid lipids,1046.42
428,RA17138756,0.8,0.3,CCCCC/C=C\C/C=C\CCCCCCCC(=O)Oc1cc(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)cc(C(=O)OCCCN(C)C)c1,mice,Dihydroxy Benzene,764.128
429,RA17139136,0.8,0.8,CCCCCCC(=O)OCCCCOC(=O)CC(CC(=O)OCCCCOC(=O)CCCCCC)(OC(=O)CCN(C)C)C(=O)OCCCCOC(=O)CCCCCC,mice,Trident,844.08
430,RA17135839,0.8,0.0,CCCCCCCCCCCCC(O)CN(CCCCC(=O)N1C[C@H]2CN(C(=O)CCN(C)C)C[C@H]2C1)CC(O)CCCCCCCCCCCC,mice,Bicyclicpyrrolidine,735.178
431,TBL-0462,0.8,0.1,CCOC(=O)CC(C[N+](C)(C)C)OC(=O)CCCCN(CCC(=O)OCCCCCCCC(C)C)CCC(=O)OCCCCCCCC(C)C,mice,Carnitine-lipids,714.0
432,RA17139087,0.8,0.8,CCCCCCCCOC(=O)CCC(CCOC(=O)CC1NC(=O)C(CC(=O)OCCCN(C)C)NC1=O)CCC(=O)OCCCCCCCC,mice,Cyclic Amino Acids,725.953
433,RA17136512,0.8,0.8,CCCCCCCC(=O)OC1CN(C(=O)CCCN(C)C)CC(OC(=O)CCCCCCC)C1OC(=O)CCCCCCC,mice,Piperidinetriol lipids,624.892
434,RA17139714,0.8,0.1,CCCCCC/C=C\COC(=O)CCCCCCCN(CCCCCCCC(=O)OC/C=C\CCCCCC)CCSSCCN(C)C,mice,BDS lipids,713.172
435,RA17139073,0.8,0.8,CCCCCCCC(CCCCCCC)OC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCC)CCCCCCC)CCCCOC(=O)CC1NC(=O)C(CC(=O)OCCCCN(C)C)NC1=O,mice,Cyclic Amino Acids,1105.66
436,RA17139751,0.8,0.8,CCCCCC(=O)OCCCCCOC(=O)CC(CC(=O)OCCCCCOC(=O)CCCCC)(OC(=O)CCC(=O)OCCN(C)C)C(=O)OCCCCCOC(=O)CCCCC,mice,Trident,916.143
437,RA17133249,0.8,0.1,CCCCCCCCCCCCOC(=O)CCN(CCCCN1CCOCC1)CCC(=O)OCCCCCCCCCCCC,mice,Acrylates based lipids,639.005
438,TBL-1183,0.8,0.1,CCCCCC/C=C\COC(=O)CCCCCC(O)CN(CCSSCCCN(C)C)CC(O)CCCCCC(=O)OC/C=C\CCCCCC,mice,BDS lipids,759.2
439,RA17138681,0.8,0.8,CCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCC)(OC(=O)CCN(C)CCO)C(=O)OCCCCCCCC,mice,Trident,657.918
440,RA17139733,0.8,0.8,CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)CCCC(=O)OCCCC(CCC(=O)NCCN(C)C)CCC(=O)NCCN(C)C,mice,Double Head,939.529
441,RA17135569,0.8,0.8,CCCCCCCCCCC(O)CN(CCCOC(=O)[C@H]1C[C@H](OC(=O)CCCN(C)C)CN1C)CC(O)CCCCCCCCCC,mice,HydroxyProline,684.045
442,RA17138836,0.8,0.8,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CCC(OC(=O)OCCN(C)C)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,mice,Glutaric Acid,760.138
443,RA17130866,0.8,0.2,CCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCC)NCCS(=O)(=O)NCCN(C)C,mice,GOOD,762.136
444,RA17133347,0.8,0.1,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN1CCCC1,mice,Acrylates based lipids,594.952
445,RA17138827,0.8,0.8,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CCC(OC(=O)N(C)CCN(C)C)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,mice,Glutaric Acid,773.18
446,RA17138316,0.8,0.8,CCCCCCCC/C=C\CCCCCCCC(=O)OC(COC(=O)CCCCN(C)C)C(OC(=O)CCCCCCC/C=C\CCCCCCCC)C(COC(=O)CCCCN(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,mice,Xylitol,1199.85
447,RA17131101,0.8,0.2,CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC)NCCS(=O)(=O)NCCCN(C)C,mice,GOOD,944.481
448,RA17139369,0.8,0.8,CCCCCCCCCCCCC(O)CN(CCCCSC(=O)CC1NC(=O)C(CC(=O)OCCCN(C)C)NC1=O)CC(O)CCCCCCCCCCCC,mice,Cyclic Amino Acids,827.252
449,RA17136358,0.8,0.8,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(C(=O)OCCCN(C)C)O2)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,Trolox lipids,949.434
450,RA17139382,0.8,0.8,CCCCCCCC(CCCCCCC)OC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCC)CCCCCCC)CCCCSC(=O)CC1NC(=O)C(CC(=O)OCCCCN(C)C)NC1=O,mice,Cyclic Amino Acids,1121.72
451,RA17139854,0.8,0.8,CCCCCCCCCCCCCCC(=O)Oc1cc(C(=O)OCCN(C)C)cc(OC(=O)CCCCCCCCCCCCCC)c1OC(=O)CCCCCCCCCCCCCC,mice,Gallic acid lipids,914.387
452,RA17139127,0.8,0.8,CCC(=O)OCCCCCCOC(=O)CC(CC(=O)OCCCCCCOC(=O)CC)(OC(=O)CCN(C)C)C(=O)OCCCCCCOC(=O)CC,mice,Trident,759.921
453,RA17138290,0.8,0.8,CCCCCCCCOC(=O)CCCCCCCCCC(=O)OC(COC(=O)CCCCN(C)C)C(OC(=O)CCCCCCCCCC(=O)OCCCCCCCC)C(COC(=O)CCCCN(C)C)OC(=O)CCCCCCCCCC(=O)OCCCCCCCC,mice,Xylitol,1337.93
454,RA17133254,0.8,0.2,CC(C)CCCCCCCOC(=O)CCN(CCCCN1CCOCC1)CCC(=O)OCCCCCCCC(C)C,mice,Acrylates based lipids,582.898
455,RA17133560,0.8,0.8,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCC(=O)OC[C@@H]1CN(C(=O)CCN(C)C)CCO1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,MorpholinoLipids,830.274
456,RA17139722,0.8,0.8,CCCCCCCCCC(CCCCCCC)OC(=O)CCC(CCOC(=O)CC1NC(=O)C(CC(=O)OCCCN(C)C)NC1=O)CCC(=O)OCCCCCCCC,mice,Cyclic Amino Acids,852.192
457,RA17133368,0.8,0.1,CCCCCCCCCCCCOC(=O)CCN(CCCCN1CCCC1)CCC(=O)OCCCCCCCCCCCC,mice,Acrylates based lipids,623.005
458,RA17133491,0.8,0.1,CCCCCCCCCCCCC(O)CN(CCCCC(=O)OC[C@@H]1CN(C(=O)CCCN(C)C)CCO1)CC(O)CCCCCCCCCCCC,mice,MorpholinoLipids,754.178
459,RA17138647,0.8,0.42,CCCCCCC(CCCC)COC(=O)CC(C)(CC(=O)OCC(CCCC)CCCCCC)OC(=O)CCC(=O)OCCCN(C)C,mice,Glutaric Acid,683.999
460,RA17133556,0.8,0.8,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCC(=O)OC[C@@H]1CN(C(=O)CCCN(C)C)CCO1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,MorpholinoLipids,844.301
461,RA17139324,0.8,0.8,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCOC(=O)CC1NC(=O)C(CC(=O)OCCCN(C)C)NC1=O)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,Cyclic Amino Acids,915.335
462,RA17139492,0.8,0.0,CCCCCCCCCCC(O)CN(CCCCSC(=O)CC1NC(=O)C(CC(=O)OCCCN(C)C)NC1=O)CC(O)CCCCCCCCCC,mice,Cyclic Amino Acids,771.146
463,RA17139877,0.8,0.8,CCCCCCCC(=O)OCCCCCC(=O)Oc1cc(C(=O)OCCN(C)C)cc(OC(=O)CCCCCOC(=O)CCCCCCC)c1OC(=O)CCCCCOC(=O)CCCCCCC,mice,Gallic acid lipids,962.256
464,RA17139245,0.8,0.8,CCCCCC/C=C\COC(=O)CCCCCCCN(CCCCCCCC(=O)OC/C=C\CCCCCC)CCCCSC(=O)CC1NC(=O)C(CC(=O)OCCCCN(C)C)NC1=O,mice,Cyclic Amino Acids,949.373
465,RA17139060,0.8,0.8,CCCCCC/C=C\COC(=O)CCCCCCCN(CCCCCCCC(=O)OC/C=C\CCCCCC)CCCCOC(=O)CC1NC(=O)C(CC(=O)OCCCCN(C)C)NC1=O,mice,Cyclic Amino Acids,933.308
466,RA17133375,0.8,0.1,CC(C)CCCCCCCOC(=O)CCN(CCCCN1CCCC1)CCC(=O)OCCCCCCCC(C)C,mice,Acrylates based lipids,566.899
467,RA16756199A,0.79,,CCCCCCCCC(CCCCCC)OC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCC)CCCCCCCC)CCOCCOCCOCCOCCOC(=O)CNCCOC(=O)CNCCOC,mice,,
468,RA17110640,0.79,0.48,CCCCCCCCCCCCCCCCOC(=O)CCN(CCCCC1NC(=O)C(CCCCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC)NC1=O)CCC(=O)OCCCCCCCCCCCCCCCC,mice,OFO2 Degradable,1442.3
469,RA17135666,0.78,0.4,CCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCC)(OC(=O)CCC(=O)Oc1c(OC)cc(C(=O)OCCN(C)C)cc1OC)C(=O)OCCCCCCCC,mice,Trident,880.113
470,RA17139400,0.77102292,0.79008333,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCSSCCN(C)C,mice,BDS lipids,829.417
471,RA17133310,0.77,0.35,CCCCCCCCCCC(O)CN(CCCOC(=O)/C=C/c1cc(OC)c(OC(=O)CCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)c(OC)c1)CC(O)CCCCCCCCCC,mice,Phenolic Acid,1103.68
472,RA17139002,0.76523056,0.51873958,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCSSCCCN(C)C,mice,BDS lipids,843.443
473,RA17138993,0.71260625,2.36775208,CCCCCCCC(CCCCCCC)OC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCC)CCCCCCC)CCSSCCCN(C)C,mice,BDS lipids,899.55
474,RA17138739,0.71,0.72,CCCCCCCCC(CCCCCC)COC(=O)C(OC(=O)SCCCN(C)C)C(=O)OCC(CCCCCC)CCCCCCCC,mice,Tartronic acid,714.134
475,RA17131516,0.7,1.0,CCCCCCCCCCCCC(O)CN(CCCC(=O)OCCN1CC(C)N(CCOC(=O)CCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1C)CC(O)CCCCCCCCCCCC,mice,Piperazine based lipids,1221.99
476,RA17139640,0.7,0.5,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCSSCCN(C)C,mice,BDS lipids,843.443
477,RA17130995,0.69,0.0,CCCCCCCCCCCCC(O)CN(CCCO)CC(O)CCCCCCCCCCCC,mice,HIM,499.853
478,RA17131004,0.69,0.0,CCCCCCCCCCCCCCCCC(O)CN(CCO)CC(O)CCCCCCCCCCCCCCCC,mice,HIM,598.039
479,RA17131313,0.67,0.3,CCCCCCCCCCCCC(O)CN(CCCC(=O)Oc1c(OC)cc(C(=O)OCCCN(C)C)cc1OC)CC(O)CCCCCCCCCCCC,mice,Phenolic Acid,793.168
480,RA17134432,0.63,0.83,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCO)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,804.326
481,RA17138623,0.6,0.4,CCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCC)COC(=O)CCC(=O)OCCCN(C)C,mice,Pentaerythritol,784.115
482,TBL-1184,0.6,0.6,CCCCCCCCC(CCCCCC)OC(=O)CCCCCOC(=O)CC(OC(=O)CCN(C)C)C(=O)OCCCCCC(=O)OC(CCCCCC)CCCCCCCC,mice,Malic Acids,882.3
483,RA17130401,0.6,0.3,CCCCCCCCC(O)CN(CCC(=O)OCCN1CC(C)N(CCOC(=O)CCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1C)CC(O)CCCCCCCC,mice,Piperazine based lipids,969.51
484,RA17130821,0.58,0.0,CCCCCCCCCCC(O)CN(CCCSC(=O)CCC(=O)SCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC,mice,MATE,1001.68
485,RA17137346,0.54,0.43,CCCCCCCC(CC)OC(=O)CC(CC(=O)OC(CC)CCCCCCC)(OC(=O)CCN(C)C)C(=O)OC(CC)CCCCCCC,mice,Trident,712.052
486,RA17110910,0.52,1.5,CCCCCCCCCCCCCCCCOC1OC(COC(=O)CCN(C)C)C(OCCCCCCCCCCCCCCCC)C1OCCCCCCCCCCCCCCCC,mice,Ribose NonDegradable,922.537
487,RA17139629,0.5,0.2,CCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCC)(OC(=O)OCCN(C)C)C(=O)OCCCCCCCC,mice,Trident,643.892
488,RA17137615,0.48,0.42,CCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCC)(OC(=O)/C=C/C(=O)Oc1c(OC)cc(C(=O)OCCCN(C)C)cc1OC)C(=O)OCCCCCCCC,mice,Trident,892.123
489,RA17136481,0.46,0.24,CCCCCCCCCCC(O)CN(CCCOC(=O)/C=C/c1ccc(OC(=O)CCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)c(OC)c1)CC(O)CCCCCCCCCC,mice,Phenolic Acid,1073.66
490,RA17131164,0.46,0.0,CCCCCCCCCCC(O)CN(CCCCO)CC(O)CCCCCCCCCC,mice,HIM,457.773
491,RA17110999,0.45,0.35,CCCCCCCC/C=C\CCCCCCCC(=O)OC1OC(COC(=O)CCCN(C)C)C(OC(=O)CCCCCCC/C=C\CCCCCCCC)C1OC(=O)CCCCCCC/C=C\CCCCCCCC,mice,RL207D Analogs,1056.63
492,RA17132505,0.45,0.83,CCCCCCCCCCC(O)CN(CCCC(=O)Oc1c(OC)cc(/C=C/C(=O)OCCCN(C)C)cc1OC)CC(O)CCCCCCCCCC,mice,Phenolic Acid,763.099
493,RA17138532,0.45,0.28,CCCCCCC(CCCC)COC(=O)CC(C)(CC(=O)OCC(CCCC)CCCCCC)OC(=O)CCC(=O)Oc1c(OC)cc(C(=O)OCCCN(C)C)cc1OC,mice,Phenolic Acid,864.156
494,RA17131027,0.44,0.0,CCCCCCCCCCCCCCCCC(O)CN(CCCO)CC(O)CCCCCCCCCCCCCCCC,mice,HIM,612.065
495,RA17131402,0.44,0.3,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)(OC(=O)CCN(C)C)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,mice,Trident,1036.6
496,RA17139519,0.41683958,2.32389792,CCCCCCCCC(CCCCCCC)OC(=O)CCCCCCCCN(CCCCCCCCC(=O)OC(CCCCCCC)CCCCCCCC)CCSSCCCN(C)C,mice,BDS lipids,955.656
497,RA17136596,0.4,0.5,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCOC(=O)c1ccc(C(=O)OCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)cc1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,Phthalic acid lipids,1338.1
498,RA16346758,0.4,,CCCCCCCCCOC(=O)CCCCCCCOCC(COCCOCCOCCOCCNC(=O)c1c[nH]cn1)OCCCCCCCC(=O)OCCCCCCCCC,mice,,
499,RA17110746,0.36,0.07,CCCCCCCCCCCCCC(=O)OC1OC(COC(=O)CCN(C)C)C(OC(=O)CCCCCCCCCCCCC)C1OC(=O)CCCCCCCCCCCCC,mice,Ribose Degradable,880.328
500,RA17133157,0.36,0.32,CCCCCCCCCCCCC(O)CN(CCCC(=O)Oc1c(OC)cc(/C=C/C(=O)OCCCN(C)C)cc1OC)CC(O)CCCCCCCCCCCC,mice,Phenolic Acid,819.205
501,RA17131748,0.33,0.83,CCCCCCCCCCCCC(O)CN(CCCCC(=O)Oc1c(OC)cc(C(=O)OCCCN(C)C)cc1OC)CC(O)CCCCCCCCCCCC,mice,Phenolic Acid,807.194
502,RA16346762,0.32,,CCCCCCCCC(CCCCCCCC)OC(=O)CCCCCCCOCC(COCCOCCOCCOCCNC(=O)c1c[nH]cn1)OCCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,mice,,
503,RA16702017A,0.32,,CCCCCCC(CCCC)C(=O)OCCCCCCOCC(COCCOCCOCCOCCOC(=O)CNCCOC(=O)CNCCOC)OCCCCCCOC(=O)C(CCCC)CCCCCC,mice,,
504,RA16630424,0.32,,CCCCCCCC/C=C\CCCCCCCCOCC(OCCCCCCCC/C=C\CCCCCCCC)C(=O)N(CCCCCCCC)CCOCCOCCOCCOCCNC(=O)c1c[nH]cn1,mice,,
505,RA17138235,0.31,0.27,CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)C(SCCCN(C)C)C(=O)OCCCCCCCC,mice,Aconitic acid,629.975
506,RA17136633,0.3,0.1,CCCCCCCCCCCCC(O)CN(CCCC(=O)OCCN(C)CCO)CC(O)CCCCCCCCCCCC,mice,Bis AIM lipid,629.01
507,RA17139542,0.3,0.2,CCCCCC/C=C\COC(=O)CCCCCCCC(CCCCCCCC(=O)OC/C=C\CCCCCC)CCC(=O)OCCCC(CCC(=O)NCCN(C)C)CCC(=O)NCCN(C)C,mice,Double Head,961.447
508,RA17137102,0.3,0.3,CCCCCCCCCCC(O)CN(CCCCC(=O)OCCN(CCCN(C)C)CCOC(=O)CCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC,mice,Bis AIM lipid,1125.82
509,RA17136646,0.3,0.8,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC1CN(C(=O)CCN(C)C)CC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)C1OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,mice,Piperidinetriol lipids,1019.57
510,RA17139471,0.3,0.8,CCCCCCCCC(=O)OCCCCCCCOC(=O)C[C@H](OC(=O)OCCCN(C)C)C(=O)OCCCCCCCOC(=O)CCCCCCCC,mice,Malic Acids,772.061
511,RA17138610,0.27,0.24,CCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCC)(OC(=O)CCN(C(C)C)C(C)C)C(=O)OCCCCCCCC,mice,Trident,683.999
512,RA17137351,0.24,0.28,CCCCCCCC(CCC)OC(=O)CC(CC(=O)OC(CCC)CCCCCCC)(OC(=O)CCN(C)C)C(=O)OC(CCC)CCCCCCC,mice,Trident,754.132
513,RA17131223,0.24,0.12,CCCCCCCCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCCCCCCCC)(OC(=O)CCN(C)C)C(=O)OCCCCCCCCCCCCCC,mice,Trident,880.371
514,RA17136148,0.22,0.2,CCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCC)(OC(=O)CCC(=O)OCCN(C)CCO)C(=O)OCCCCCCCC,mice,Trident,729.981
515,RA17129175,0.21,0.0,CC/C=C\C/C=C\C/C=C\CCCCCCCCC(=O)OCCN(CCCC[C@@H]1NC(=O)[C@@H](CCCCN(CCOC(=O)CCCCCCCC/C=C\C/C=C\C/C=C\CC)CCOC(=O)CCCCCCCC/C=C\C/C=C\C/C=C\CC)NC1=O)CCOC(=O)CCCCCCCC/C=C\C/C=C\C/C=C\CC,mice,OFO2 Degradable,1530.32
516,RA16444533,0.2,,CCCCCCCC/C=C\CCCCCCCCOCC(COC(=O)NCCOCCOCCNC(=O)c1c[nH]cn1)OCCCCCCCC/C=C\CCCCCCCC,mice,IM4,861.288
517,RA17133334,0.2,0.1,CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)(C(=O)OCCCN(C)C)C(=O)OCCCN(C)C,mice,DLinlipids,771.25
518,RA17139705,0.2,1.1,CCCCCCCC(CCCCCCC)OC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCC)CCCCCCC)CCSSCCN(C)C,mice,BDS lipids,885.523
